"","file_type","ie_number...2","rep_number","file_name","duration","sample_rate","num_channels","amplitude","xml_title","xml_creators","xml_type","xml_publisher","xml_date","xml_language","xml_identifier","xml_bibliographicCitation","mms","ie_number...18","label_code","label1","label2","label3","label4","label5"
"210","mp3","IE1173040","REP74075355","FL74075370_1290377_PM_T_01.mp3",179.304489795918,44100,7907328,32289,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"211","mp3","IE1173040","REP74075355","FL74075391_1290377_PM_T_20.mp3",34.7951020408163,44100,1534464,29287,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"212","mp3","IE1173040","REP74075355","FL74075392_1290377_PM_T_03.mp3",129.227755102041,44100,5698944,16103,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"213","mp3","IE1173040","REP74075355","FL74075393_1290377_PM_T_12.mp3",187.742040816327,44100,8279424,15212,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"214","mp3","IE1173040","REP74075355","FL74075394_1290377_PM_T_11.mp3",169.795918367347,44100,7488000,29758,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"215","mp3","IE1173040","REP74075355","FL74075395_1290377_PM_T_16.mp3",120.502857142857,44100,5314176,32768,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"216","mp3","IE1173040","REP74075355","FL74075396_1290377_PM_T_10.mp3",226.847346938776,44100,10003968,10328,"Lest we forget /               New Zealand Army Band.","New Zealand Army Band.||Smith, Leanne,
    Captain.||Bloomfield, Dwayne.","Sound Recordings","New Zealand :               New Zealand Army,","2007.","eng","IE1173040","Lest we forget",9912903773502836,"IE1173040","mr","Popular instrumental music","Popular music","Brass band music, Arranged.","",""
"217","mp3","IE1176491","REP74147145","FL74147146_01-There_Were_Once_Seven.mp3",805.485714285714,44100,35521920,25517,"Phantomshadows               Venus Vulture.","Venus Vulture
    (Musician),
    1964-","Sound Recordings","[Palmerston North? N.Z.] :               Resting Bell,","2007.","zxx","IE1176491","Phantomshadows",9913438463502836,"IE1176491","zz","Ambient music","Avant-garde (Music)","","",""
"218","mp3","IE1176491","REP74147145","FL74147154_04-Softly_Slips_Through_My_Grasp.mp3",890.305306122449,44100,39262464,14420,"Phantomshadows               Venus Vulture.","Venus Vulture
    (Musician),
    1964-","Sound Recordings","[Palmerston North? N.Z.] :               Resting Bell,","2007.","zxx","IE1176491","Phantomshadows",9913438463502836,"IE1176491","zz","Ambient music","Avant-garde (Music)","","",""
"219","mp3","IE1176491","REP74147145","FL74147156_03-Catch_Your_Breath_First_Marie.mp3",833.25387755102,44100,36746496,19333,"Phantomshadows               Venus Vulture.","Venus Vulture
    (Musician),
    1964-","Sound Recordings","[Palmerston North? N.Z.] :               Resting Bell,","2007.","zxx","IE1176491","Phantomshadows",9913438463502836,"IE1176491","zz","Ambient music","Avant-garde (Music)","","",""
"220","mp3","IE1176491","REP74147145","FL74147159_02-Behind_That_Closed_Door.mp3",882.233469387755,44100,38906496,27045,"Phantomshadows               Venus Vulture.","Venus Vulture
    (Musician),
    1964-","Sound Recordings","[Palmerston North? N.Z.] :               Resting Bell,","2007.","zxx","IE1176491","Phantomshadows",9913438463502836,"IE1176491","zz","Ambient music","Avant-garde (Music)","","",""
"221","mp3","IE1176579","REP74147175","FL74147176_The Closer You Get, The Bigger I Look.mp3",189.204897959184,44100,8343936,32608,"The closer you get, the bigger I look               written by Don McGlashan, performed by dDub.","dDub (Musical group)||McGlashan, Don,
    1959-||Dyslexia Foundation of New Zealand.","Sound Recordings","Christchurch, N.Z. :               Dyslexia Foundation,","2009.","eng","IE1176579","The closer you get, the bigger I look",9913438553502836,"IE1176579","pp","Dyslexia","Popular music","","",""
"222","mp3","IE1212081","REP74147318","FL74147319_22 SOS.mp3",225.053605442177,44100,9924864,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"223","mp3","IE1212081","REP74147318","FL74147320_10 Toss The Coin.mp3",269.984217687075,44100,11906304,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"224","mp3","IE1212081","REP74147318","FL74147321_02 Kingmaker.mp3",252.534421768707,44100,11136768,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"225","mp3","IE1212081","REP74147318","FL74147322_11 Buzzy Beach.mp3",216.441904761905,44100,9545088,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"226","mp3","IE1212081","REP74147318","FL74147323_21 Mathematics.mp3",168.916462585034,44100,7449216,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"227","mp3","IE1212081","REP74147318","FL74147324_19 Grade F Meat.mp3",89.7654421768707,44100,3958656,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"228","mp3","IE1212081","REP74147318","FL74147325_14 The Melted Mane.mp3",141.174421768707,44100,6225792,32361,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"229","mp3","IE1212081","REP74147318","FL74147326_16 Tall Poppies.mp3",99.6136054421769,44100,4392960,32424,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"230","mp3","IE1212081","REP74147318","FL74147327_07 Southern Summer Sun.mp3",225.576054421769,44100,9947904,32767,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"231","mp3","IE1212081","REP74147318","FL74147328_18 The People We Have Come To Know.mp3",82.451156462585,44100,3636096,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"232","mp3","IE1212081","REP74147318","FL74147330_12 Marie Antoinette.mp3",343.28380952381,44100,15138816,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"233","mp3","IE1212081","REP74147318","FL74147353_13 Night Creeper.mp3",147.652789115646,44100,6511488,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"234","mp3","IE1212081","REP74147318","FL74147354_09 The Annual.mp3",114.895238095238,44100,5066880,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"235","mp3","IE1212081","REP74147318","FL74147355_04 Magic.mp3",153.086258503401,44100,6751104,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"236","mp3","IE1212081","REP74147318","FL74147356_06 She Sends Me.mp3",215.701768707483,44100,9512448,32408,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"237","mp3","IE1212081","REP74147318","FL74147357_24 Short Of Water.mp3",303.943401360544,44100,13403904,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"238","mp3","IE1212081","REP74147318","FL74147359_08 Basement House.mp3",336.83156462585,44100,14854272,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"239","mp3","IE1212081","REP74147318","FL74147360_23 Speedway Orange Boys.mp3",295.479727891156,44100,13030656,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"240","mp3","IE1212081","REP74147318","FL74147361_01 Clandestine.mp3",247.048707482993,44100,10894848,31528,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"241","mp3","IE1212081","REP74147318","FL74147362_20 Peter Kevin.mp3",138.501224489796,44100,6107904,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"242","mp3","IE1212081","REP74147318","FL74147363_17 Spitting Spite.mp3",173.879727891156,44100,7668096,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"243","mp3","IE1212081","REP74147318","FL74147364_05 Don_t Close Your Eyes.mp3",172.521360544218,44100,7608192,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"244","mp3","IE1212081","REP74147318","FL74147365_15 My Mind Is In My Paws.mp3",153.16462585034,44100,6754560,32768,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"245","mp3","IE1212081","REP74147318","FL74147366_03 Pamphlet Baby.mp3",153.660952380952,44100,6776448,32696,"Awesome feeling III",NA,"Sound Recordings","Auckland, N.Z. :               Groove Publishing,","2009.","eng","IE1212081","Awesome feeling III",9913444953502836,"IE1212081","pp","Popular music","","","",""
"246","mp3","IE1213203","REP74147473","FL74147474_03-i-did-acid-with-caroline-live.mp3",155.088979591837,44100,6839424,27636,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"247","mp3","IE1213203","REP74147473","FL74147475_02-sometimes-strong-live.mp3",251.689795918367,44100,11099520,30989,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"248","mp3","IE1213203","REP74147473","FL74147476_04-far-from-fine-live.mp3",373.890612244898,44100,16488576,30640,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"249","mp3","IE1213203","REP74147473","FL74147477_13-alive-live.mp3",244.349387755102,44100,10775808,31149,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"250","mp3","IE1213203","REP74147473","FL74147479_06-shit-magnet-live.mp3",195.422040816327,44100,8618112,30605,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"251","mp3","IE1213203","REP74147473","FL74147480_07-i-can-do-what-nobody-else-can-do-live.mp3",335.542857142857,44100,14797440,30752,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"252","mp3","IE1213203","REP74147473","FL74147481_10-true-love-will-find-you-in-the-end-live.mp3",236.382040816327,44100,10424448,30885,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"253","mp3","IE1213203","REP74147473","FL74147482_09-methusela-live.mp3",296.359183673469,44100,13069440,12124,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"254","mp3","IE1213203","REP74147473","FL74147483_01-best-friend-live.mp3",219.271836734694,44100,9669888,31501,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"255","mp3","IE1213203","REP74147473","FL74147484_05-weird-girlfriend-live.mp3",196.597551020408,44100,8669952,28929,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"256","mp3","IE1213203","REP74147473","FL74147485_08-the-coke-song-live.mp3",314.044081632653,44100,13849344,28923,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"257","mp3","IE1213203","REP74147473","FL74147486_11-amsterdam-live.mp3",609.227755102041,44100,26866944,29406,"The Edward Gains Experience live               twenty seventh of April, two thousand and one /               The Edward Gains Experience.","Ed Gains Experience
    (Musician)","Sound Recordings","[New Zealand] :               I Am Evil Records,","2008.","eng","IE1213203","The Edward Gains Experience live",9913445043502836,"IE1213203","rc","Rock music","","","",""
"258","mp3","IE1266364","REP74147548","FL74147549_06 Heal The World.mp3",203.197823129252,44100,8961024,32768,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"259","mp3","IE1266364","REP74147548","FL74147550_08 They Don't Care About Us.mp3",176.030476190476,44100,7762944,31592,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"260","mp3","IE1266364","REP74147548","FL74147551_11 Who Is It.mp3",275.139047619048,44100,12133632,28831,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"261","mp3","IE1266364","REP74147548","FL74147552_10 Rock With You.mp3",154.68843537415,44100,6821760,30118,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"262","mp3","IE1266364","REP74147548","FL74147553_02 I Want You Back-Lisa Crawley.mp3",160.957823129252,44100,7098240,30206,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"263","mp3","IE1266364","REP74147548","FL74147555_12 Remember The Time.mp3",246.587210884354,44100,10874496,27678,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"264","mp3","IE1266364","REP74147548","FL74147556_05 Human Nature.mp3",156.830476190476,44100,6916224,31772,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"265","mp3","IE1266364","REP74147548","FL74147557_04 Rock With You.mp3",189.588027210884,44100,8360832,12006,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"266","mp3","IE1266364","REP74147548","FL74147558_07 Got To Be Startin' Somethin'.mp3",345.486802721088,44100,15235968,32768,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"267","mp3","IE1266364","REP74147548","FL74147559_03 Remember The Time.mp3",182.900680272109,44100,8065920,31846,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"268","mp3","IE1266364","REP74147548","FL74147560_09 Outta My Life.mp3",192.618231292517,44100,8494464,32768,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"269","mp3","IE1266364","REP74147548","FL74147561_01 Black Or White.mp3",168.037006802721,44100,7410432,32768,"Moonlight, good times & boogie a Cheese on Toast tribute to Michael Jackson.","Jackson, Michael,
      1958-2009.||Cheese on Toast.","Sound Recordings","Auckland, N.Z. : Cheese on Toast,","2009.","eng","http://www.cheeseontoast.co.nz/||IE1266364","Moonlight, good times & boogie",9913485313502836,"IE1266364","pp","Popular music","","","",""
"270","mp3","IE1266445","REP74147570","FL74147571_02 Dont Give Up On Me.mp3",201.142857142857,44100,8870400,32768,"CitiesBetweenUs E.P.               Cities Between Us.","Cities Between Us (Musical group)||Wardell, Jeff.","Sound Recordings","Barrie, Ont. :               Cities Between Us,","2009.","eng","IE1266445","CitiesBetweenUs E.P.",9913485563502836,"IE1266445","rc","Rock music","","","",""
"271","mp3","IE1266445","REP74147570","FL74147572_01 Leave Life To Live.mp3",221.805714285714,44100,9781632,32768,"CitiesBetweenUs E.P.               Cities Between Us.","Cities Between Us (Musical group)||Wardell, Jeff.","Sound Recordings","Barrie, Ont. :               Cities Between Us,","2009.","eng","IE1266445","CitiesBetweenUs E.P.",9913485563502836,"IE1266445","rc","Rock music","","","",""
"272","mp3","IE1266445","REP74147570","FL74147573_05 Crossing Borders.mp3",190.876734693878,44100,8417664,32768,"CitiesBetweenUs E.P.               Cities Between Us.","Cities Between Us (Musical group)||Wardell, Jeff.","Sound Recordings","Barrie, Ont. :               Cities Between Us,","2009.","eng","IE1266445","CitiesBetweenUs E.P.",9913485563502836,"IE1266445","rc","Rock music","","","",""
"273","mp3","IE1266445","REP74147570","FL74147575_03 Throwing Stones.mp3",168.751020408163,44100,7441920,32768,"CitiesBetweenUs E.P.               Cities Between Us.","Cities Between Us (Musical group)||Wardell, Jeff.","Sound Recordings","Barrie, Ont. :               Cities Between Us,","2009.","eng","IE1266445","CitiesBetweenUs E.P.",9913485563502836,"IE1266445","rc","Rock music","","","",""
"274","mp3","IE1266445","REP74147570","FL74147577_04 Still In Motion.mp3",184.528979591837,44100,8137728,32768,"CitiesBetweenUs E.P.               Cities Between Us.","Cities Between Us (Musical group)||Wardell, Jeff.","Sound Recordings","Barrie, Ont. :               Cities Between Us,","2009.","eng","IE1266445","CitiesBetweenUs E.P.",9913485563502836,"IE1266445","rc","Rock music","","","",""
"275","mp3","IE1266564","REP74147655","FL74147656_Maubeuge.mp3",313.704489795918,44100,13834368,32767,"Akinosuke               Psyrok and Li'l Sister Jen.","Psyrok
    (Musician)||Li'l Sister Jen
    (Musician)","Sound Recordings","[Wellington, N.Z. :               Psyrok,","2009].","eng","IE1266564","Akinosuke",9913485683502836,"IE1266564","df","Electronic music","Electronic dance music","","",""
"276","mp3","IE1266564","REP74147655","FL74147657_Unnatural Selection.mp3",226.768979591837,44100,10000512,32768,"Akinosuke               Psyrok and Li'l Sister Jen.","Psyrok
    (Musician)||Li'l Sister Jen
    (Musician)","Sound Recordings","[Wellington, N.Z. :               Psyrok,","2009].","eng","IE1266564","Akinosuke",9913485683502836,"IE1266564","df","Electronic music","Electronic dance music","","",""
"277","mp3","IE1266564","REP74147655","FL74147658_Believe.mp3",393.743673469388,44100,17364096,32464,"Akinosuke               Psyrok and Li'l Sister Jen.","Psyrok
    (Musician)||Li'l Sister Jen
    (Musician)","Sound Recordings","[Wellington, N.Z. :               Psyrok,","2009].","eng","IE1266564","Akinosuke",9913485683502836,"IE1266564","df","Electronic music","Electronic dance music","","",""
"278","mp3","IE1266564","REP74147655","FL74147659_Akinosuke.mp3",318.197551020408,44100,14032512,32768,"Akinosuke               Psyrok and Li'l Sister Jen.","Psyrok
    (Musician)||Li'l Sister Jen
    (Musician)","Sound Recordings","[Wellington, N.Z. :               Psyrok,","2009].","eng","IE1266564","Akinosuke",9913485683502836,"IE1266564","df","Electronic music","Electronic dance music","","",""
"279","mp3","IE1266564","REP74147655","FL74147660_Key Performance Indicator.mp3",315.088979591837,44100,13895424,32337,"Akinosuke               Psyrok and Li'l Sister Jen.","Psyrok
    (Musician)||Li'l Sister Jen
    (Musician)","Sound Recordings","[Wellington, N.Z. :               Psyrok,","2009].","eng","IE1266564","Akinosuke",9913485683502836,"IE1266564","df","Electronic music","Electronic dance music","","",""
"280","mp3","IE1266844","REP74345814","FL74345815_16. SALUTE - T13 & Anime (Produced by KC-KampfBeats Germany).mp3",134.034285714286,44100,5910912,32727,"Potheads presents Gutta Howse!               Volume 5,               Sex, drugs & hiphop               Potheads, Gutta Howse.","Potheads (Musical group)||Zone 1
    (Musician)||Gutta Howse (Musical group)","Sound Recordings",NA,NA,"eng","IE1266844","Potheads presents Gutta Howse!",9913486013502836,"IE1266844","zz","Rap (Music)","","","",""
"281","mp3","IE1266844","REP74345814","FL74345816_14. KEY TO SURVIVE - Anime, T13, Toba & Timeson (Produced by KC-KampfBeats Germany).mp3",163.683265306122,44100,7218432,32768,"Potheads presents Gutta Howse!               Volume 5,               Sex, drugs & hiphop               Potheads, Gutta Howse.","Potheads (Musical group)||Zone 1
    (Musician)||Gutta Howse (Musical group)","Sound Recordings",NA,NA,"eng","IE1266844","Potheads presents Gutta Howse!",9913486013502836,"IE1266844","zz","Rap (Music)","","","",""
"282","mp3","IE1266844","REP74345814","FL74345817_01. LET YOU KNOW - Anime & T13 (Produced by Zone1).mp3",191.895510204082,44100,8462592,30849,"Potheads presents Gutta Howse!               Volume 5,               Sex, drugs & hiphop               Potheads, Gutta Howse.","Potheads (Musical group)||Zone 1
    (Musician)||Gutta Howse (Musical group)","Sound Recordings",NA,NA,"eng","IE1266844","Potheads presents Gutta Howse!",9913486013502836,"IE1266844","zz","Rap (Music)","","","",""
